,Unnamed: 0,sentence,prob_?,prob_+,prob_-
209,209,"В зале жара невыносимая (надеются, что люди разбегутся из-за нее).",0.0002977875,4.1930198e-05,0.99966025
210,210,"Надеюсь, что ситуация разрешится быстро и благополучно.",0.9994547,0.00040412456,0.00014121585
211,211,Это равносильно разговору с глухим тупым и наглым гопником из подворотни.,5.3964028e-05,2.6714717e-05,0.9999193
212,212,"Я не давала своего согласия, никто тогда в принципе не рассказывал о страховании, и не спрашивал моего согласия!!!",0.0001102252,2.2635115e-05,0.9998671
213,213,"Что сразу обрадовало при работе с банком, заявку одобрили очень быстро и всю запрашиваемую сумму.",5.6116343e-05,0.99990714,3.6670164e-05
214,214,Отличные условия пользования дебетовой картой.,8.676253e-05,0.99987817,3.507302e-05
215,215,"Оператор, не сумев решить вопрос, перевел на специалиста по имени Максим, который говорил со мной крайне недружественно, как с недоразвитой!",5.0886407e-05,2.5291678e-05,0.9999238
216,216,В этот раз дозвониться до сотрудника банка по телефону оказалось невозможно.,5.3529435e-05,2.5985413e-05,0.9999205
217,217,До сих пор я получаю только отписки!,6.088785e-05,3.801778e-05,0.99990106
218,218,"Буду пытаться найти в эти 10 дней 166 т.р. и выплачу, (за что банку ОСОБЕННОЕ большое человеческое спасибо!!",0.0001602355,0.000102109225,0.9997377
219,219,Согласия на открытие счета я не давала.прошу Вас закрыть ВСЕ счета в Тинькофф банке и прислать мне по адресу регистрации подтверждающие документы.никому не советую отковывать счёт в моноофисном Тинькофф банке с такой агрессивной политикой его сотрудников.,4.660481e-05,2.8121138e-05,0.99992526
220,220,В результате их неквалифицированных ответов клиент несет реальные финансовые потери!!!,5.1938725e-05,2.5085574e-05,0.999923
221,221,"Я сразу заподозрила, что тут имеет место какая-то мошенническая схема.",0.00014730476,2.9439296e-05,0.9998233
222,222,"Впервые столкнулся с этим банком, - впечатление очень плохое.",8.4198495e-05,4.3346052e-05,0.99987245
223,223,"Когда бы я ни обратился в отделение банка, меня приветливо встречает вежливый и грамотный персонал.",5.274655e-05,0.99991095,3.6194033e-05
224,224,На все интересующие вопросы мне ответили вовремя.,6.2242776e-05,0.99990857,2.9219404e-05
225,225,"Почему мы сами должны добывать информацию, нести убытки, тратить время и нервы из за ваших сотрудников?!",4.788664e-05,2.6084625e-05,0.999926
226,226,Но в этом месяце банк очень сильно расстроил!,8.403601e-05,4.015794e-05,0.9998758
227,227,Отличная карта бесплатная в обслуживании и 10 процентов годовых на остаток собственных средств.,6.848084e-05,0.9998896,4.1871837e-05
228,228,Коллеги подтвердили данный факт и просто извинились.,0.9981121,0.000747526,0.0011403967
229,229,А вот остальные продукты очень понравились.,5.8699286e-05,0.9999094,3.1944026e-05
230,230,"От имени вашего доблестного сайта, который в 2012-ом году при подобной ситуации мне очень помог.",0.0071667065,0.010285781,0.98254746
231,231,"Это уже невыносимо, мало того, что ваши звонки отвлекают в рабочее время, так они еще и продолжаются в более позднее время.",4.7863505e-05,2.6916907e-05,0.99992526
232,232,"Произошла ситуация 21.05.2020 при переводе денег , очень не понравилась ситуация которая произошла , описывать ее очень долго и муторно , вкратце на мое возмущение по поводу позднего обслуживания первого клиента через (15-20 мин ) после открытия, они принципиально отказались обслуживать и заставили меня покупать маску, затем работники сидели и обсуждали эту ситуацию при посетителях и в том числе при мне, (написала  отзыв на официальном сайте , позже позвонили и извинились за ситуацию) Затем когда я ушла и передала код который нужно было передать получателю отмеченную работником оказался неверным, этим создав проблему и дискомфорт получателю и нам отправителям.",4.5524583e-05,2.5873012e-05,0.9999286
233,233,"В целом, банк неплохой, наверное.",8.4520136e-05,0.9998839,3.1577656e-05
234,234,"Абсолютное отвратительное отношение, уже почти ГОД не можем конкретно связаться с сотрудниками данного офиса, даже через горячую линию нам помочь не могут.",3.636574e-05,2.817095e-05,0.9999355
235,235,"Последнее мое телефонное обращение состоялось 9 декабря, в этот раз меня проинформировали, что карта не выпущена, но... ""мы уточним вопрос и обязательно с вами свяжемся!"".",0.18378252,0.0005317244,0.8156857
236,236,"Ура Мне за то, что я выбрал Вас!",0.06951962,0.026864909,0.90361553
237,237,"Все это время дистанционное грамотное обслуживание (практически нет  такого вопроса, на который сотрудники банка не смогли бы найти ответ или не были бы в состоянии решить возникшую проблему)Отдельная благодарность за отличную работу специалисту по работе с юридическими лицами В-ой Д.!",4.558215e-05,0.99986196,9.2478804e-05
238,238,"Мне говорят – хорошо, сделаем оперативно, конечно, сразу пришлем скан и отправим сразу же заказным письмом.",0.99953437,0.00032326992,0.00014239587
239,239,Зашел для этого в ближайший банк с хорошим курсом.,0.117655076,0.88197964,0.0003652306
240,240,"Даже за выпуск Visa Classic в Сбере родном в 2004 году надо было уплатить эти несчастные 600 рэ., просто потому, что карта и её выпуск, как и всё на свете имеют себестоимость.",0.9993461,0.0001992462,0.0004547607
241,241,"Открывали счет 2 недели... Открыли, пока готовилась карта Тинькофф (нужны были срочно деньги), перевели на р/с карты другого банка -  все ок, бесплатно, как в п.6, после 3-й платежки - 49 рублей... Проведя 3 операции, спокойно делаю 4-ю и... да, да, да!, 1,5% списано за операцию.",0.13969712,0.0040320004,0.85627085
242,242,"Вот так банк помог мне в возврате моих же денег, мало того, что дату платежа по кредиту нельзя перенести, дак и так обманули и подвели, так как был расчет заплатить первый платеж с возврата страховки из-за неудобной даты платежа.",5.0506133e-05,2.61444e-05,0.99992335
243,243,"Не буду долго рассказывать обо всех преимуществах отделения, отмечу, что очень нравится атмосфера в офисе, режим обслуживания до 20:00 и профессионализм сотрудников.",0.000117712356,0.9997973,8.49264e-05
244,244,19 мая 2014 г. 20:36 сделан запрос с другой почты [QW2337376] По всем запросам не отвечают полный игнор.,8.1740895e-05,2.916302e-05,0.99988914
245,245,Все устраивало до поры до времени.,0.9993699,0.00048522616,0.00014490246
246,246,"Хуже обслуживания просто нигде не встречала, очень жалею об обращении в этот банк.. Являюсь ипотечным клиентом ДОМ.",7.353231e-05,2.9060675e-05,0.99989736
247,247,"На перенос даты встречи сотрудники колл-центра реагировали крайне доброжелательно, не было никаких подозрений и недовольных высказываний в мой адрес.",6.851839e-05,0.9999,3.143775e-05
248,248,"Вот уже 2 месяца, меня и всех членов моей семьи терроризирует агентство, которое действует (со слов сотрудников) от банка Восточный Экспресс.",7.9818186e-05,2.9504496e-05,0.9998907
249,249,"Может, поэтому я ушла с отказом и с полным непониманием цели потраченного времени.",5.3861062e-05,2.4544006e-05,0.99992156
250,250,Нам не понятна формулировка службы безопасности: «Отсутствует по месту нахождения»!,6.137542e-05,2.3133885e-05,0.9999155
251,251,"Все прозрачно, сервис на высоте, требования стандартные.",0.00022971533,0.99971396,5.625198e-05
252,252,Оцениваю работу вашего банка отрицательно!,9.297223e-05,7.001681e-05,0.99983704
253,253,"Думаю моя история кому то поможет, будьте внимательны при обращении в этот банк, там просто разводят на деньги!",0.0001005933,2.6178815e-05,0.99987316
254,254,"Хотя до визита в офис я 3 раза обращалась в контакт цент по номеру 88002500520 и каждый раз мне сообщали, что оформление возможно (только ставка будет чуть выше).",0.9993568,0.000290205,0.00035300793
255,255,Я уже почти месяц не могу ничего купить!,6.4323e-05,2.5316795e-05,0.99991035
256,256,"Мы свяжемся с Вами, как только получим решение.»  Регламент и сроки рассмотрения нарушены, отношение похабное и свинское к клиентам .. никакой заинтересованности в новых клиентах.. Я так понимаю ответа мы по рефинансированию не получим .... мы подрядили четверых наших друзей чтоб они также обратились в Россельхозбанк и рефинансировали своим ипотеки.. но уже понимаем, что сделали это зря ибо все в ШОКЕ от пренебрежительного отношения..  А ведь предложение   под 8% было заманчивое...",5.0423867e-05,2.1808697e-05,0.99992776
257,257,"глубокие знания Банковских продуктов, компетентность и улыбчивость!",8.6195694e-05,0.99987054,4.3248936e-05
258,258,"Пользуюсь его услугами уже более двух лет, и это самый гибкий, быстрый и дружелюбный банк из всех, мною встреченных.",5.6819084e-05,0.99990106,4.2129308e-05
259,259,"В результате банк посчитал мои действия опасными и вообще заблокировал мне доступ в мобильный и интернет банк, в придачу еще были заблокированы все банковские карты.",6.452811e-05,2.6773758e-05,0.9999087
260,260,"В итоге, я убила весь выходной день, поехала в это отделение по всем пробкам, измучила мужа и ребёнка, проторчала час в офисе, после чего мне было сказано, что, во-первых, закрыть счет я могу В ЛЮБОМ отделении банка, во-вторых, то, что в субботу они мне не могут предоставить данные о полной задолженности по договору, так как все документы у них находятся в центральном офисе, который в субботу не работает.",4.3860222e-05,2.4546685e-05,0.9999316
261,261,Принципиально не пользуюсь платными банковскими услугами.,6.0045666e-05,4.2627344e-05,0.99989736
262,262,Полный треш... за одну операцию по Money Send ru списание 3 раза!,6.2409534e-05,2.6475327e-05,0.99991107
263,263,"Не тут то было, на звонки ответ-ждите... а за годовое обслуживание конечно же платить придётся, а картой воспользоваться не могу... полная безответственность!!",4.2768963e-05,2.380349e-05,0.9999335
264,264,"Нравится с ним работать, неплохие условия кредитования, есть отделение возле дома.",5.2552827e-05,0.99990785,3.954129e-05
265,265,"Говорю, ваша шайтан машина (далее ИБ) не работает, пешельме-бешельме сламаламася, никаких данных о счетах и деньгах не выдает, вклад открыть не могу, врубаю разговор с оператором (смотреть п.3), где мне говорят приехать в офис и внести какие-то данные.",4.779808e-05,2.2410779e-05,0.9999298
266,266,"Платежи проходят оч. быстро, СМС-сервис выше всяких похвал, Интернет-банкинг тоже.",6.710086e-05,0.9999001,3.2767875e-05
267,267,"Я написала более 8 обращений в банк Восточный с просьбой о закрытии текущего банковского счёта и блокировки дебетовой карты, отключения всех дополнительных услуг в рамках данного договора, на что банк давал отрицательные ответы мотивируя тем, что расторжение договора в одностороннем порядке невозможно.",6.886112e-05,2.7508207e-05,0.9999037
268,268,В выдаче денежных средств опять же отказали... Считаю данное поведение сотрудников банка не приемлемым и не клиентоориентированным!,4.3749755e-05,2.6843984e-05,0.9999294
269,269,Полное сокрытие информации и обман потребителя.,4.3875312e-05,2.577573e-05,0.9999304
270,270,"Данному магазину (в семеновском) огромное спасибо и благодарность, а салону на щербаковской могу только посоветовать лучше обучать сотрудников и быть более расторопными и клиентоорентированными.",6.1971215e-05,0.9998667,7.122843e-05
271,271,"Находясь в стрессовом состоянии в связи с действиями мошенников, я совсем запуталась в непонятных для меня объяснениях работника банка Афелии, да еще опешила от наличия задолженности с августа (так мне и не объяснили, почему этот долг не отображался в мобильном приложении, также меня  не уведомили о нем в другой форме!!!).",4.632385e-05,2.5205183e-05,0.9999285
272,272,"Дальше, в хронологическом порядке:17 мая я оплатил оба терминала в кассе бинбанка19 мая терминалы привезлиДалее копирую переписку с менеджером Б-ва Оксана Иг-на:- То есть в целом терминалы полностью готовы к работе?",0.9992617,0.0003289389,0.00040943743
273,273,"Особую благодарность выражаем сотрудникам офиса в г. Воронеж (ул.20-лет Октября 90а) - Ф-вой Е. и П-вой О., за их порядочность, отзывчивость и внимательное отношение к клиентам !",4.5976703e-05,0.9999051,4.8840906e-05
274,274,"Это пол беды, на следующий день услышав про возврат объявили, что система не работает и что, когда сработает тогда вернут только 47000, а остальное супруга сама должна разобраться со страховыми.",5.614961e-05,2.2996113e-05,0.99992085
275,275,"Отвратительное отношение к клиентам, неквалифицированный персонал в службе поддержки.",3.950718e-05,2.863309e-05,0.9999318
276,276,"Возникла ситуация с Вашим банком, а именно заблокировали с утра дебетовую карту, пришел в отделение возле метро Чертаново, попросил узнать почему заблокировали, на что мне ответили, что такой информации не владеют, пишите заявление, где карту получали.",8.9403955e-05,2.485212e-05,0.9998857
277,277,"В сентябре закончился период у предыдущей карты и я приехал в офис на Тургеневской в конце месяца заказать её перевыпуск, на что мне было сказано, что ещё рано - приезжайте в первых числах следующего месяца.",8.752559e-05,2.507504e-05,0.99988735
278,278,"В понедельник (04.12.17) мама пришла в клиентский центр ""Почта Банка"" по адресу: г. Смоленск, пр-т Гагарина, д. 7 для заключения кредитного договора.",0.9995977,0.00022597414,0.00017637965
279,279,Думаю ну вот сейчас то уж точно порадуют меня.,0.7356244,0.2637009,0.00067469187
280,280,"Я ничего не знаю, на меня просто переключили!",6.811663e-05,2.6726595e-05,0.9999051
281,281,Налоги и декларация - превосходно!5.,0.00014286452,0.999796,6.1086226e-05
282,282,"Это настоящее  мошенничество, я напишу жалобу также в ПФР и ЦБ РФ.",0.000108179636,2.6008312e-05,0.9998658
283,283,"В итоге после полутора месяцев хождений и звонков в банк мне ответили что закладную не вернули , на мои вопросы почему и когда вернут и что делать дали ответ НЕ ЗНАЕМ !",4.217408e-05,2.4633237e-05,0.99993324
284,284,(не буду даже рассказывать сколько нервов и страданий принесли все эти разборки!!!,8.045599e-05,3.118298e-05,0.9998883
285,285,Я считаю такие действия и такие цифры оскорбительными!!!,5.548059e-05,2.7260352e-05,0.99991727
286,286,"Пользуюсь банком уже 6 лет успешно нравится все: перевод, оплата в онлайне, смс оповещение, удобное месторасположение банкомата.",5.925341e-05,0.9999,4.080591e-05
287,287,"Вернулась обратно, недоброжелательная С-на сказала, что они никогда не занимались отключением и вообще в отделении нет сотрудника, который может отключить!",4.379647e-05,2.389551e-05,0.9999323
288,288,"Благодаря таким сотрудникам как Анна поддерживается реноме Банка, а именно что Банк и клиент, их отношения должны носить дружественный характер, естественно в определенных рамках, уважения и регламента.",0.00014432964,0.9997328,0.00012292337
289,289,"Служба технической поддержки игнорирует полностью (в чате, по телефону, в личном кабинете).",6.3645144e-05,4.1127445e-05,0.9998952
290,290,Просто фееричное событие произошло с 15 по 29 апреля 2019.,0.9890028,0.00051034894,0.010486776
291,291,"Ставлю»5» не столько всему банку, сколько своему отделению за оперативную помощь и просто человеческое участие.",0.00017292015,0.9987915,0.0010356674
292,292,"Я в шоке, и это ещё мало сказать.",5.6902707e-05,2.477394e-05,0.99991834
293,293,"ЗА её работу со мной, а оказанную помощь и поддержку в моём бизнесе,  за мгновенное реагирование и подсказку труднопонимаемых мною вопросах, за предложение полезных продуктов Сбербанка, и просто за приятное общение.",4.662766e-05,0.99989665,5.669477e-05
294,294,"Сотрудники банка некомпетентны, неклиентоориентированны.",4.889233e-05,2.5588288e-05,0.9999255
295,295,"Самый медлительный, некомпетентный и не клиентоориентированный банк в городе!",4.160709e-05,2.868991e-05,0.99992967
296,296,После встречи остался большой осадок!!!!,6.1179046e-05,2.5490406e-05,0.99991333
297,297,Негатив сплошной и испорченное время!,4.4405973e-05,2.5989466e-05,0.99992955
298,298,"Считаю что моей вины нет, в банке работают некомпетентные сотрудники, страшная бюрократия и непродуманная система.",4.7536832e-05,2.635483e-05,0.9999261
299,299,"я понимаю если бы я был каким-то новым клиентом и имел только кредитку и допустим не гасил бы платежи и т.д., но я был постоянным клиентом уже несколько лет подряд, пользовался продуктами данного проекта (ОСАГО, Инвестиции, вклады), и такое неуважительное, наплевательское, отвратительное отношение ко мне!",5.0581406e-05,2.4513232e-05,0.9999249
300,300,"Все из выше перечисленных сотрудников очень компетентны, доходчиво отвечают на возникшие вопросы, довольно быстро решают возникшие проблемы.",5.1112158e-05,0.99991286,3.595363e-05
301,301,"Мы выбрали сами что нам понравилось (никто не навязывал и не убеждал, как в других банках).",8.6756845e-05,0.99988127,3.1980133e-05
302,302,Когда спешишь это просто самое актуальное место.,6.188501e-05,0.9998957,4.2488104e-05
303,303,"Очень понравилось обслуживание в этом отделении, быстро, четко  и по делу.",4.6591194e-05,0.9999114,4.200033e-05
304,304,"Ужас, а не отделение, куда смотрит вышестоящее руководство?",5.050014e-05,2.5507505e-05,0.99992394
305,305,Что за издевательства над стариками?!,5.272158e-05,2.4443989e-05,0.9999229
306,306,"Всем, как я понял плевать на меня.",6.932831e-05,2.8892842e-05,0.9999018
307,307,"В этом отзыве я хотела написать про закрытие ипотеки, и оно у меня прошло отлично.",0.0004144936,0.9995448,4.0575695e-05
308,308,"По крайней мере, это должно быть интересно обеим сторонам, наблюдаемая же ситуация в высшей степени показывает непонятную мне нелояльность и бессовестную неорганизованность банка в решении повседневных вопросов!",5.3718413e-05,2.3522847e-05,0.99992275
309,309,"На сегодняшний день оплатил уже четвёртую платёжку (дата списания платежа 07.12.2011), 08.12.2011 снова прозвоню Виктории, узнаю всё ли в порядке?",0.9951408,0.00069365,0.004165579
310,310,Это очень отвратительно ощущать на себе.,5.382207e-05,2.4976842e-05,0.9999212
311,311,"Подозреваю, что его просто нет.",9.942903e-05,2.7447935e-05,0.99987316
312,312,"Я являюсь клиентом ""Альфа-Банка"" с 2011 г. восновном как клиент по корпоративному зарплатному проекту, всегда производила все расчеты и перечисления через этот Банк, имела кредитную карту этого Банкана выгодных условиях (100 дней без процентов), которая неоднократно меня выручала.",0.0003616739,0.99960333,3.5048437e-05
313,313,естественно я не могу этого сделать!,0.99914205,0.00061658904,0.00024136418
314,314,"Звонить на горячую линию это отдельный вид издевательства над клиентом, по три-четыре раза переключают с одного на другого и ни один не может дать внятного ответа.",3.8698767e-05,2.6784537e-05,0.99993455
315,315,"Однако мне долгое время не отвечали, поступал звонки из Банка с тем, что якобы я должна была лично занести заявление в Банк, хотя я заходила и мне отказали в этом, сказали, что такие заявления они не принимают!",4.6471443e-05,2.3483144e-05,0.99993
316,316,"После этого девушку как будто подменили: она начала огрызаться, не отвечать на вопросы и отказывалась что-либо делать, отправляя нас в главный офис.",5.1978368e-05,2.5957415e-05,0.99992204
317,317,Это является разглашением информации 3-им лицам !!!,5.5275937e-05,2.4640525e-05,0.9999201
318,318,Я являюсь клиентом TouchBank`а - сервис выше всяческих похвал.,0.00018156896,0.99975914,5.939328e-05
319,319,Рекомендую его своим знакомым!!!,5.796167e-05,0.9998933,4.8781676e-05
320,320,"Курьер предварительно позвонил, спросил удобное место и как полагается – в маске и перчатках встретил меня и передал карту.",0.005176577,0.99475527,6.81901e-05
321,321,"Звоню в колл-центр, очень долго разговаривали, девушка толком ничего не могла объяснить, постоянно путалась в расчетах, с кем-то советовалась, уходя в глубокую тишину.",6.670437e-05,3.4322584e-05,0.9998989
322,322,"Сегодня было 5-ое мое посещение в офис банка, где уже в прямом смысле надо мной хихикают некоторые ""специалисты"" кредитного отдела банка, если их вообще можно назвать специалистами, которые ничего не соображают в своем деле!",4.7903315e-05,2.507972e-05,0.99992704
323,323,"Даже название данного полиса, не говоря уже об его содержании, полностью противоречит тому, что указано в Индивидуальных и Общих Условиях предоставления кредита.",7.589998e-05,2.4840845e-05,0.99989927
324,324,"Я не понимаю, почему из-за ошибок банка я должен терять свое время на походы по вашим отделениям для написания каких-то нелепых заявлений!",4.164003e-05,2.5922682e-05,0.9999324
325,325,"Сотрудницы были новыми, приветливыми.",5.4412507e-05,0.99991107,3.4553228e-05
326,326,"Очень внимательный и отзывчивый сотрудник, который лично сопровождал меня на всех этапах вплоть до обмена денежных средств в кассе банка.",5.4250413e-05,0.9999118,3.3954613e-05
327,327,"Неадекватные работники, которых видимо,не обучают вообще!!!",4.728605e-05,2.4233832e-05,0.9999285
328,328,"При мне в очереди , у многих клиентов были подобные ситуации, многие уходили расстроенные и злые((( был мужчина, по вине банка он не смог попасть на вахту(((!!",7.4187046e-05,2.81495e-05,0.9998976
329,329,Какая  Кредитная задолженность если я всегда плачу во время!!!!,0.43037605,0.0015265888,0.5680974
330,330,"На горячей линии говорили про рассмотрение в течение 7 рабочих дней, сегодня этот самый седьмой рабочий день, но по сей день претензии не рассмотрены, деньги мне не вернули, а прошло больше недели.",4.366755e-05,2.7055345e-05,0.9999293
331,331,"Подробнее на: http://p.vtb24.ru/creac2 ВТБ 24 (ПАО) О, думаю, хорошее предложение.",0.9349983,0.064630434,0.00037132084
332,332,"Пишу им жалобы в службу поддержки, бесполезно, долдонят то же самое, что и здесь на сайте: трафаретная отписка.",4.6707424e-05,2.4093211e-05,0.9999292
333,333,"Я не понимаю решение банка Оранжевый отказать в корректировке моей кредитной истории, которая испорчена по вине банка и прошу банк Оранжевый соблюдать законы РФ и, в частности, не нарушать статью 152 ГК РФ, т.к. содержащиеся в документах данные о незаконном кредите порочат мою честь, достоинство и подрывают деловую репутацию.",7.332807e-05,2.7823306e-05,0.9998988
334,334,"Работа сотрудников банка (и при оформлении кредита и в дальнейшем обслуживании) и удобство интернет банкинга мне настолько понравилось, что я выпустил доп. карту к этому же счету на мою супругу.",6.964334e-05,0.9998828,4.7555044e-05
335,335,Трубку не берет и не перезванивает.,6.138384e-05,2.6949905e-05,0.99991167
336,336,Какое-то неадекватное отношение к клиентам.,5.0175615e-05,2.5033163e-05,0.9999248
337,337,"это как следствие того, что они совсем не работают с клиентами и загоняют людей в долговые ямы.",4.3053344e-05,2.7140199e-05,0.9999298
338,338,Связь в это время была отличная .,6.472057e-05,0.99989986,3.5403657e-05
339,339,"Но банк в данном случае не просто вводил в заблуждение, а откровенно обманывал, отвечая ложью на прямые вопросы.",4.221709e-05,2.7579334e-05,0.99993014
340,340,"низкое качество автоматизации, в интернет-банке даже нет свободной формы обратной связи.",4.4497676e-05,3.725977e-05,0.9999182
341,341,"Соответственно, не могут меня проконсультировать относительно зачислений и списаний, не могут распечатать выписку, не могут поменять кодовое слово и другую значимую информацию ( в том числе номер телефона).",5.4198903e-05,2.4619318e-05,0.9999212
342,342,"Я так и не получила ответа, какого чёрта абсолютно беспричинно Сбербанк блокирует карты и создаёт гору проблем???!!!",3.9270206e-05,2.6615628e-05,0.9999341
343,343,"Хочу понять, зачем навязывать услуги, обманывая клиента и вообще зачем обманывать, как и в случае с ордером, описанным выше?",4.608911e-05,2.4455225e-05,0.9999294
344,344,"Захожу в супер банк-Клиент, ввожу все свои данные, и получаю супер сообщение...""В соответствии с условиями обслуживания «Сбербанк ОнЛайн» рассылка одноразовых паролей и информирование о входе в «Сбербанк ОнЛайн» осуществляется на номер Вашего мобильного телефона, подключенного к услуге Мобильный банк.",0.0016373233,6.789546e-05,0.9982948
345,345,Только поздравляли с Днём Рождения.,0.8651416,0.1334457,0.0014126927
346,346,"Придя домой начал читать в интернете про эту контору, отзывы ужасные, было решено расторгнуть договор.",8.6039196e-05,2.7839356e-05,0.99988616
347,347,то тут мало того что нахамили так еще было потрачено очень много времени.,4.663032e-05,2.5500745e-05,0.9999279
348,348,Хочу выразить огромное человеческое спасибо всем сотрудникам ПАо Сбербанка которые оказали мне помощь и отдельно огромное человеческое спасибо Виктору.,4.340218e-05,0.99989617,6.0450435e-05
349,349,Спасибо за прекрасное профессиональное отношение.,4.8721115e-05,0.9999051,4.6071378e-05
350,350,"Все, что у них в плане стояло предложили, но исключительно корректно.",0.9993801,0.00047906325,0.00014077022
351,351,Всё очень оперативно и чётко сделала.,5.312074e-05,0.9999143,3.2497366e-05
352,352,"Долго не получалось до него дозвониться, потом наконец-то взяв трубку, он впопыхах выпалил: ""Я вам сейчас перезвоню"" и снова пропал.",5.231411e-05,2.2603122e-05,0.99992514
353,353,"Пользуюсь расчетной картой банка для обмена валюты по хорошим курсам интернет банка (кладу на карту рубли, снимаю в нужной валюте).",0.9955414,0.00436458,9.398702e-05
354,354,"Лично меня, как новоиспеченного клиента банка, осторожное отношение очень даже устраивает!",0.0001388362,0.9998148,4.6336212e-05
355,355,Спасибо за качественные услуги и великолепный сервис.,4.6985337e-05,0.9999088,4.4217504e-05
356,356,"А пока ""Реник"" никому не рекомендую, потому что плохо.",5.522079e-05,3.2931475e-05,0.9999118
357,357,Решения по обращению почему карта в таком статусе нет до сих пор;5.,0.00014873804,3.8096932e-05,0.99981314
358,358,Пользоваться услугами этого банка стало совершенно невозможно.,4.590108e-05,2.715185e-05,0.9999269
359,359,Сегодня мне вновь отказали в выдаче справки о закрытии счёта !!,6.2347455e-05,2.4146773e-05,0.99991345
360,360,"Чудный банк, вместо того, чтобы решить проблему клиента и наказать сотрудника, желает поиметь с клиента денежку за собственные ошибки!!!!",4.190498e-05,2.590404e-05,0.99993217
361,361,"Весьма довольна обслуживающим персоналом, спокойные девочки, все толково пояснят.",5.0091174e-05,0.9999132,3.6772435e-05
362,362,"Сегодня я позвонила в организацию, которая предоставляет эти услуги, рассказала им про ситуацию, которая произошла, и они тоже пришли в тихий ужас, они сказали что мне были обязаны отдать сертификат на приобретение услуг, на котором вся информация, номер договора и т. д., без этого документа я не могу сделать возврат.",6.1153405e-05,2.1312424e-05,0.9999175
363,363,У вас больше нет такого клиента!,5.018859e-05,2.5885629e-05,0.99992394
364,364,"Персональный менеджер Светлана и руководитель отделения София действительно всегда отзываются по любой проблеме, решают их на должном уровне, всегда вежливы и внимательны к своим клиентам.",4.9196533e-05,0.9999112,3.958847e-05
365,365,Радует скорость работы службы поддержки и в частности персонального менеджера М-й Анны.,4.5804158e-05,0.9999074,4.6894216e-05
366,366,Стоит отметить скорость работы службы поддрежки - оценка 5.,5.971495e-05,0.99989045,4.987149e-05
367,367,Всем рекомендую  здесь обслуживаться!!,6.11472e-05,0.9998952,4.36199e-05
368,368,"У меня идеальная кредитная история, и я найду лучше условия и банк, который заинтересован в своих клиентах, и в решении их вопросов.",5.9158563e-05,5.394406e-05,0.9998869
369,369,Абсолютная некомпетентность сотрудников банка и нежелание как то помочь клиенту.,3.7466816e-05,2.861134e-05,0.99993396
370,370,"Всю свою жизнь он являлся клиентом СБ, заработная и пенсионная карта СБ, неоднократно кредитовался - закрывал кредиты досрочно и без просрочек, до последнего момента была на руках кред.",0.99956137,0.0002348511,0.00020371961
371,371,Искренне благодарю Тинькофф Банк за такое отношение и желаю процветания и здоровья его сотрудникам!,5.2974785e-05,0.9998827,6.4419626e-05
372,372,"Покупка квартиры - дело серьёзное и дорогостоящее, мне было важно понимать все этапы, все дополнительные затраты, каким образом будет учитываться материнский капитал, всё про проценты, платежи и пр. Не менее важно мне было оформить всё насколько можно быстрее.",0.9994342,0.0003270814,0.00023875125
373,373,Интерфейс приложения очень удобный.,7.153112e-05,0.9998996,2.8859347e-05
374,374,В целом мы с мужем остались довольны.,6.0845614e-05,0.9999081,3.1137355e-05
375,375,"Не могут связать ни с кем, кто разбирается в этом вопросе!",4.6522637e-05,2.3955203e-05,0.99992955
376,376,"Вся процедура перерегистрации в мфц и прочие действия - это какой то квест, т.к сотрудники контактного центра некомпетентны ответить ни на один вопрос о порядке действий не в состоянии.",3.9677867e-05,2.6154761e-05,0.9999342
377,377,"Полная безответственность сотрудников и наплевательское отношение к здоровью клиентов, которых могут просто забыть в банке и оставить там облучаться.",3.8776485e-05,2.681362e-05,0.99993443
